交通調査基本区間番号,世代管理番号（十の位）,世代管理番号（一の位）,道路種別,路線番号,路線名,起点側／接続区分,起点側／交通調査基本区間番号,起点側／世代管理番号（十の位）,起点側／路線名等,起点側／備考,終点側／接続区分,終点側／交通調査基本区間番号,終点側／世代管理番号（十の位）,終点側／路線名等,終点側／備考,現道旧道区分,管理区分,市区町村コード,自動車専用道路の別,区間種別,分離区間／分離区分,分離区間／交通調査基本区間番号,区間延長（ｋｍ）,高規格道路の別,一般国道指定区間,一方通行フラグ,平成２７年度／交通調査基本区間番号,平成２７年度／世代管理番号（十の位）,平成２７年度／世代管理番号（一の位）,交通量／都道府県指定市コード,交通量／調査単位区間番号,上り／観測地点交通調査基本区間番号,上り／交通量観測地点地名,上り／令和３年度調査交通量観測・非観測の別,上り／個別調査結果活用の別,上り／１２時間・２４時間観測の別,上り／交通量観測年月日,上り／昼間１２時間自動車類交通量／小型車（台）,上り／昼間１２時間自動車類交通量／大型車（台）,上り／昼間１２時間自動車類交通量／合計（台）,上り／２４時間自動車類交通量／小型車（台）,上り／２４時間自動車類交通量／大型車（台）,上り／２４時間自動車類交通量／合計（台）,下り／観測地点交通調査基本区間番号,下り／交通量観測地点地名,下り／令和３年度調査交通量観測・非観測の別,下り／個別調査結果活用の別,下り／１２時間・２４時間観測の別,下り／交通量観測年月日,下り／昼間１２時間自動車類交通量／小型車（台）,下り／昼間１２時間自動車類交通量／大型車（台）,下り／昼間１２時間自動車類交通量／合計（台）,下り／２４時間自動車類交通量／小型車（台）,下り／２４時間自動車類交通量／大型車（台）,下り／２４時間自動車類交通量／合計（台）,昼間１２時間自動車類交通量（上下合計）／小型車（台）,昼間１２時間自動車類交通量（上下合計）／大型車（台）,昼間１２時間自動車類交通量（上下合計）／合計（台）,２４時間自動車類交通量（上下合計）／小型車（台）,２４時間自動車類交通量（上下合計）／大型車（台）,２４時間自動車類交通量（上下合計）／合計（台）,昼夜率,昼間１２時間ピーク比率（％）,昼間１２時間大型車混入率（％）,混雑度,平成２７年度／交通量／都道府県指定市コード,平成２７年度／交通量／調査単位区間番号,平成２７年度／昼間１２時間自動車類交通量（台）,平成２７年度／２４時間自動車類交通量（台）,旅行速度／都道府県指定市コード,旅行速度／調査単位区間番号,朝夕（混雑時）／上り／旅行速度計測・非計測の別,朝夕（混雑時）／上り／旅行速度／小型車（ｋｍ／ｈ）,朝夕（混雑時）／上り／旅行速度／大型車（ｋｍ／ｈ）,朝夕（混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／上り／取得件数／小型車（件）,朝夕（混雑時）／上り／取得件数／大型車（件）,朝夕（混雑時）／上り／取得件数／合計（件）,朝夕（混雑時）／下り／旅行速度計測・非計測の別,朝夕（混雑時）／下り／旅行速度／小型車（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／大型車（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／下り／取得件数／小型車（件）,朝夕（混雑時）／下り／取得件数／大型車（件）,朝夕（混雑時）／下り／取得件数／合計（件）,昼間（非混雑時）／上り／旅行速度計測・非計測の別,昼間（非混雑時）／上り／旅行速度／小型車（ｋｍ／ｈ）,昼間（非混雑時）／上り／旅行速度／大型車（ｋｍ／ｈ）,昼間（非混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,昼間（非混雑時）／上り／取得件数／小型車（件）,昼間（非混雑時）／上り／取得件数／大型車（件）,昼間（非混雑時）／上り／取得件数／合計（件）,昼間（非混雑時）／下り／旅行速度計測・非計測の別,昼間（非混雑時）／下り／旅行速度／小型車（ｋｍ／ｈ）,昼間（非混雑時）／下り／旅行速度／大型車（ｋｍ／ｈ）,昼間（非混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,昼間（非混雑時）／下り／取得件数／小型車（件）,昼間（非混雑時）／下り／取得件数／大型車（件）,昼間（非混雑時）／下り／取得件数／合計（件）,昼間１２時間平均旅行速度（時間帯別交通量加重）／上り（ｋｍ／ｈ）,昼間１２時間平均旅行速度（時間帯別交通量加重）／下り（ｋｍ／ｈ）,平成２７年度／旅行速度／都道府県指定市コード,平成２７年度／旅行速度／調査単位区間番号,平成２７年度／混雑時／上り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／混雑時／下り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／昼間非混雑時／上り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／昼間非混雑時／下り／平均旅行速度（ｋｍ／ｈ）,道路状況／都道府県指定市コード,道路状況／調査単位区間番号,区間延長／改良済み区間率（％）,区間延長／5.5ｍ以上改良済み区間率（％）,幅員構成／道路部幅員（ｍ）,幅員構成／車道部幅員（ｍ）,幅員構成／車道幅員（ｍ）,幅員構成／中央帯幅員（ｍ）,幅員構成／歩道幅員／上り（ｍ）,幅員構成／歩道幅員／下り（ｍ）,幅員構成／自転車道幅員／上り（ｍ）,幅員構成／自転車道幅員／下り（ｍ）,幅員構成／停車帯等幅員／上り（ｍ）,幅員構成／停車帯等幅員／下り（ｍ）,車線数,交通安全施設等／歩道設置率（％）,交通安全施設等／自転車歩行者道設置率（％）,交通安全施設等／自転車道設置率（％）,交通安全施設等／自転車レーン設置率（％）,交通安全施設等／両側歩道設置率（％）,交通安全施設等／両側自転車歩行者道設置率（％）,交通安全施設等／両側自転車道設置率（％）,交通安全施設等／両側自転車レーン設置率（％）,交通安全施設等／歩道代表幅員（ｍ）,交通安全施設等／自転車道代表幅員（ｍ）,バス路線／バス路線延長率（％）,バス路線／バス優先・専用レーンの有無,交差点密度／信号交差点（箇所／ｋｍ）,交差点密度／信号のない交差点（箇所／ｋｍ）,代表信号交差点／青時間比（％）,代表信号交差点／右折専用車線の有無等,鉄道との平面交差箇所の有無,指定最高速度（ｋｍ／ｈ）,付加車線及び登坂車線設置箇所の有無／上り,付加車線及び登坂車線設置箇所の有無／下り,代表沿道状況,中央分離帯／中央分離帯の種類,中央分離帯／中央分離帯の設置状況,軌道の有無,自転車通行可能区分,異常気象時等通行規制区分,リバーシブルレーン運用の有無,アクセスコントロール,平成２７年度／道路状況／都道府県指定市コード,平成２７年度／道路状況／調査単位区間番号,交通調査基本区間番号,世代管理番号（十の位）,世代管理番号（一の位）,道路種別,路線番号,路線名
13604200050,0,0,6,420,鮫洲大山線,7,,,,区道と接続,7,,,,区道と接続,1,2,13109,0,0,0,,0.8,0,0,1,13604200050,0,0,13100,60972,,,2,0,0,,3347,612,3959,4335,810,5145,,,2,0,0,,2773,606,3379,3592,802,4394,6120,1218,7338,7927,1612,9539,1.3,9.4,16.6,1.5,13100,60910,7583,10010,13100,62400,,,,,,,,1,16.8,9.6,14.7,493,80,573,,,,,,,,1,18,12.2,16.8,922,241,1163,,16.1,13100,62290,,12.1,,10.3,13100,61740,100,0,6,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.3,15,,,2,30,2,2,2,8,,4,2,1,2,4,13100,61190,13604200050,0,0,6,420,鮫洲大山線
13604200060,0,0,6,420,鮫洲大山線,7,,,,区道と接続,7,,,,区道と接続,1,2,13109,0,0,0,,0.5,0,0,2,13604200060,0,0,13100,60973,,,2,0,0,,3347,612,3959,4335,810,5145,,,2,0,0,,2773,606,3379,3592,802,4394,6120,1218,7338,7927,1612,9539,1.3,9.4,16.6,1.41,13100,60910,7583,10010,13100,62410,1,14,16.8,14.4,263,19,282,,,,,,,,1,14.4,10.9,13.9,609,83,692,,,,,,,,14.1,,13100,62300,18.5,,15.6,,13100,61750,100,0,7,6,4,0,0,1,0,0,0,0,1,100,0,0,0,0,0,0,0,1,0,0,3,0,10,,,2,30,2,2,2,8,,4,2,1,2,4,13100,61200,13604200060,0,0,6,420,鮫洲大山線
13604200070,0,0,6,420,鮫洲大山線,7,,,,区道と接続,1,13300010270,0,一般国道１号,,1,2,13109,0,0,0,,0.5,0,0,0,13604200070,0,0,13100,60975,,,2,0,0,,3347,612,3959,4335,810,5145,,,2,0,0,,2773,606,3379,3592,802,4394,6120,1218,7338,7927,1612,9539,1.3,9.4,16.6,0.88,13100,60910,7583,10010,13100,62420,1,14.7,15.7,14.8,1318,47,1365,1,9,8.3,8.8,893,215,1108,1,14.9,12.5,14.6,4800,941,5741,1,8.7,8,8.6,5000,1076,6076,14.7,8.7,13100,62310,16.4,12.2,13.1,10.7,13100,61760,100,100,19,13,12,1,1.8,1.8,0,0,1.5,1.5,2,100,100,0,100,100,100,0,100,1.8,0,0,3,8,10,,,2,40,2,2,1,7,,4,1,1,2,4,13100,61210,13604200070,0,0,6,420,鮫洲大山線
13604200080,0,0,6,420,鮫洲大山線,1,13300010270,0,一般国道１号,,1,13400020030,0,東京丸子横浜線,,1,2,13109,0,0,0,,0.7,0,0,0,13604200080,0,0,13100,60980,,,2,0,0,,5470,1114,6584,7249,1506,8755,,,2,0,0,,5004,1170,6174,6631,1582,8213,10474,2284,12758,13880,3088,16968,1.33,8.9,17.9,1.3,13100,60920,13200,17424,13100,62430,1,12.5,12.1,12.4,2361,201,2562,1,10.5,10.3,10.5,3842,349,4191,1,12.3,11.7,12.2,7658,2726,10384,1,11.6,11.1,11.5,8316,3304,11620,12.3,11.2,13100,62320,13,13.2,13.3,12.8,13100,61770,100,100,22,14,13,1,2.8,2.8,0,0,2,2,2,100,100,0,100,100,100,0,57.1,2.8,0,0,3,8.6,18.6,,,2,40,2,2,1,3,1,4,1,1,2,4,13100,61220,13604200080,0,0,6,420,鮫洲大山線
13604200090,0,1,6,420,鮫洲大山線,1,13400020030,0,東京丸子横浜線,,6,,,品川区・目黒区境,,1,2,13109,0,0,0,,0.8,0,0,0,13604200090,0,0,13100,60990,,,2,0,0,,3137,384,3521,4012,560,4572,,,2,0,0,,3382,488,3870,4325,711,5036,6519,872,7391,8337,1271,9608,1.3,9.3,11.8,0.8,13100,60930,7642,10011,13100,62440,1,13,13.6,13.1,3078,889,3967,1,14,13.6,14,4060,287,4347,1,11.6,11.5,11.6,9310,2547,11857,1,12.9,11.8,12.8,9288,2642,11930,12,13.1,13100,62330,14.3,16.9,13.6,14.8,13100,61780,100,100,16,10,8,0,3,3,0,0,0,0,2,100,100,0,0,100,100,0,0,3,0,100,3,7.5,11.3,,,2,40,2,2,1,4,3,4,1,1,2,4,13100,61230,13604200090,0,1,6,420,鮫洲大山線
13604200095,0,0,6,420,鮫洲大山線,6,,,品川区・目黒区境,,1,13604200480,0,鮫洲大山線,,1,2,13110,0,0,0,,0.1,0,0,0,13604200095,0,0,13100,61000,13604200095,目黒区目黒本町5-1-3,1,0,1,20211130,3172,363,3535,4038,559,4597,13604200095,目黒区目黒本町5-1-3,1,0,1,20211130,3584,398,3982,4563,612,5175,6756,761,7517,8601,1171,9772,1.3,9.4,10.1,0.69,13100,60931,8098,10608,13100,62450,1,18.5,17.4,18.3,2734,844,3578,1,13.4,12.2,13.2,1321,662,1983,1,16.5,15.6,16.4,8836,2288,11124,1,13.1,12.4,13,8703,2407,11110,17,13.1,13100,62331,21.3,13,18.4,13.8,13100,61790,55,55,19,12.5,11.5,0,2.4,2.4,0,0,0,0,2,55,55,0,0,55,55,0,0,2.4,0,55,3,3,7.5,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61240,13604200095,0,0,6,420,鮫洲大山線
13604200100,1,0,6,420,鮫洲大山線,1,13604200480,0,鮫洲大山線,,1,13403120080,0,白金台町等々力線,,1,2,13110,0,0,0,,1,0,0,0,13604200100,1,0,13100,61000,13604200095,目黒区目黒本町5-1-3,1,0,1,20211130,3172,363,3535,4038,559,4597,13604200095,目黒区目黒本町5-1-3,1,0,1,20211130,3584,398,3982,4563,612,5175,6756,761,7517,8601,1171,9772,1.3,9.4,10.1,0.69,13100,60931,8098,10608,13100,62460,1,18.3,17.9,18.3,2228,128,2356,1,16.1,15,16.1,3887,214,4101,1,18.6,17.5,18.5,9685,2962,12647,1,16.3,15.3,16.2,9439,2185,11624,18.4,16.2,13100,62340,19.7,19.2,20.6,20.1,13100,61790,55,55,19,12.5,11.5,0,2.4,2.4,0,0,0,0,2,55,55,0,0,55,55,0,0,2.4,0,55,3,3,7.5,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61240,13604200100,1,0,6,420,鮫洲大山線
13604200110,0,1,6,420,鮫洲大山線,1,13403120080,0,白金台町等々力線,,1,13604160080,0,古川橋二子玉川線,,1,2,13110,0,0,0,,0.9,0,0,0,13604200110,0,1,13100,61010,,,2,0,0,,1906,224,2130,2397,308,2705,,,2,0,0,,2212,280,2492,2781,384,3165,4118,504,4622,5178,692,5870,1.27,9.7,10.9,0.48,13100,60932,4803,6148,13100,62470,1,10.3,9.9,10.3,1097,59,1156,1,13,13.2,13,2484,89,2573,1,10.5,9.9,10.5,4452,640,5092,1,13,12.8,13,6120,963,7083,10.4,13,13100,62350,10.7,15.1,9.9,16,13100,61790,55,55,19,12.5,11.5,0,2.4,2.4,0,0,0,0,2,55,55,0,0,55,55,0,0,2.4,0,55,3,3,7.5,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61240,13604200110,0,1,6,420,鮫洲大山線
13604200120,0,0,6,420,鮫洲大山線,1,13604160080,0,古川橋二子玉川線,,6,,,目黒区・世田谷区境,,1,2,13110,0,0,0,,0.4,0,0,0,13604200120,0,0,13100,61020,13604200120,目黒区五本木2-1-10,1,0,1,20211130,1807,204,2011,2252,282,2534,13604200120,目黒区五本木2-1-10,1,0,1,20211130,1572,173,1745,1959,240,2199,3379,377,3756,4211,522,4733,1.26,10.6,10,0.52,13100,60940,4425,5664,13100,62480,1,13.3,12.5,13.3,1427,144,1571,1,14.5,14.4,14.5,2450,213,2663,1,13.6,11.6,13.3,5805,1052,6857,1,14,14.6,14.1,6890,1970,8860,13.3,14.2,13100,62360,10.9,13.2,12.3,13.6,13100,61800,100,100,19,12,6.25,0,2.9,2.9,0,0,0,0,2,100,100,0,0,100,100,0,0,2.9,0,0,3,7.5,25,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61250,13604200120,0,0,6,420,鮫洲大山線
13604200130,0,0,6,420,鮫洲大山線,6,,,目黒区・世田谷区境,,1,13302460200,0,一般国道２４６号,,1,2,13112,0,0,0,,1.4,0,0,0,13604200130,0,0,13100,61030,,,2,0,0,,6016,990,7006,7915,1395,9310,,,2,0,0,,4073,847,4920,5358,1194,6552,10089,1837,11926,13273,2589,15862,1.33,9.3,15.4,1.23,13100,60950,12345,16295,13100,62490,1,13.6,11.9,13.3,1878,332,2210,1,14.7,13.8,14.5,3632,516,4148,1,14,10.9,13.5,8009,1499,9508,1,14.6,13.9,14.5,10963,2246,13209,13.4,14.5,13100,62370,13.7,17,15.7,17,13100,61810,100,100,20,12,12,0,3,3,0,0,2,2,2,100,100,0,0,100,100,0,0,3,0,100,3,5.7,12.1,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61260,13604200130,0,0,6,420,鮫洲大山線
13604200140,0,0,6,420,鮫洲大山線,1,13302460200,0,一般国道２４６号,,2,13604200170,0,鮫洲大山線,,1,2,13112,0,0,0,,0.4,0,0,0,13604200140,0,0,13100,61030,,,2,0,0,,6016,990,7006,7915,1395,9310,,,2,0,0,,4073,847,4920,5358,1194,6552,10089,1837,11926,13273,2589,15862,1.33,9.3,15.4,1.23,13100,60950,12345,16295,13100,62500,1,10.4,10.9,10.5,1140,78,1218,1,11.9,11.7,11.8,1319,243,1562,1,11.4,11,11.3,3798,668,4466,1,11.2,11,11.2,6373,753,7126,11,11.4,13100,62380,13.8,10.2,14.4,10.9,13100,61820,100,100,13,10,9,0,1.5,1.5,0,0,0,0,2,100,100,0,0,100,100,0,0,1.5,0,0,3,5,10,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61261,13604200140,0,0,6,420,鮫洲大山線
13604200150,0,0,6,420,鮫洲大山線,2,13604200170,0,鮫洲大山線,,8,,,,,1,2,13112,0,0,0,,0.1,0,0,0,13604200150,0,0,13100,61030,,,2,0,0,,6016,990,7006,7915,1395,9310,,,2,0,0,,4073,847,4920,5358,1194,6552,10089,1837,11926,13273,2589,15862,1.33,9.3,15.4,1.23,13100,60950,12345,16295,13100,62510,1,9.5,8.5,9.3,787,67,854,1,25.8,5.5,14,774,48,822,1,9,7.8,8.8,1324,144,1468,1,17.9,14.8,17.3,1252,159,1411,9,16.1,13100,62390,10.8,27.2,11.5,23.8,13100,61830,100,100,20,14,13,0,3,3,0,0,2,2,2,100,100,0,0,100,100,0,0,3,0,0,3,10,30,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61270,13604200150,0,0,6,420,鮫洲大山線
13604200170,0,0,6,420,鮫洲大山線,1,13604200140,0,鮫洲大山線,,2,13604230050,0,渋谷経堂線,,1,2,13112,0,0,0,,0.7,0,0,0,13604200170,0,0,13100,61040,,,2,0,0,,6016,990,7006,7915,1395,9310,,,2,0,0,,4073,847,4920,5358,1194,6552,10089,1837,11926,13273,2589,15862,1.33,9.3,15.4,1.31,13100,60960,12345,16295,13100,62520,1,14.5,14.3,14.5,1313,380,1693,1,14.1,12.5,13.9,1750,72,1822,1,12.7,12.7,12.7,5346,1123,6469,1,15.3,12.4,14.8,4178,634,4812,13.2,14.5,13100,62400,14.9,15.9,15.5,14.3,13100,61840,71.4,71.4,9,7,5.5,0,0,2,0,0,0,0,2,85.7,28.6,0,0,28.6,28.6,0,0,2,0,0,3,2.9,17.1,,,2,30,2,2,2,8,,4,2,1,2,4,13100,61280,13604200170,0,0,6,420,鮫洲大山線
13604200180,0,0,6,420,鮫洲大山線,2,13604230050,0,渋谷経堂線,,1,13604230030,0,渋谷経堂線,,1,2,13112,0,0,0,,0.2,0,0,0,13604200180,0,0,13100,61040,,,2,0,0,,6016,990,7006,7915,1395,9310,,,2,0,0,,4073,847,4920,5358,1194,6552,10089,1837,11926,13273,2589,15862,1.33,9.3,15.4,1.28,13100,60960,12345,16295,13100,62530,1,10,9.7,10,7432,306,7738,1,15.2,13.7,14.8,6439,567,7006,1,11.5,10.2,11.3,12966,2139,15105,1,16,14.1,15.7,15491,2435,17926,10.9,15.4,13100,62410,10.4,16.4,12.1,17.4,13100,61850,100,100,15,8,7,0,3.5,3.5,0,0,1.5,1.5,2,100,100,0,100,100,100,0,100,3.5,0,100,3,5,10,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61281,13604200180,0,0,6,420,鮫洲大山線
13604200190,0,0,6,420,鮫洲大山線,1,13604230030,0,渋谷経堂線,,8,,,,,1,2,13112,0,0,0,,0.6,0,0,0,13604200190,0,0,13100,61050,,,2,0,0,,1025,135,1160,1230,175,1405,,,2,0,0,,322,25,347,386,32,418,1347,160,1507,1616,207,1823,1.21,10.7,10.6,0.61,13100,60970,1627,2017,13100,62540,1,,,7.1,,,414,1,,,13.5,,,597,1,8,6.4,7.8,694,80,774,1,12.3,7.7,11.9,994,110,1104,7.6,12.3,13100,62420,18.1,9.6,13.4,15.8,13100,61860,0,0,5.5,5.5,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.7,21.7,,,2,30,2,2,1,8,,4,2,1,2,4,13100,61290,13604200190,0,0,6,420,鮫洲大山線
13604200210,0,0,6,420,鮫洲大山線,8,,,,,6,,,世田谷区・渋谷区境,,1,2,13112,0,0,0,,0.3,0,0,1,13604200210,0,0,13100,61060,13604200210,渋谷区上原3-29,1,0,1,20211130,0,0,0,0,0,0,13604200210,渋谷区上原3-29,1,0,1,20211130,1041,69,1110,1240,103,1343,1041,69,1110,1240,103,1343,1.21,11.4,6.2,0.32,13100,60980,1525,1845,13100,62550,,,,,,,,1,8.1,9,8.1,739,14,753,,,,,,,,1,8.3,7.3,8.2,1249,123,1372,,8.2,13100,62430,,11.9,,16.5,13100,61870,0,0,5.5,5.5,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,30,,,2,30,2,2,1,8,,4,2,1,2,4,13100,61300,13604200210,0,0,6,420,鮫洲大山線
13604200220,0,0,6,420,鮫洲大山線,6,,,世田谷区・渋谷区境,,1,13604130080,0,赤坂杉並線,,1,2,13113,0,0,0,,0.5,0,0,0,13604200220,0,0,13100,61065,,,2,0,0,,0,0,0,0,0,0,,,2,0,0,,1338,87,1425,1593,131,1724,1338,87,1425,1593,131,1724,1.21,11.8,6.1,0.21,13100,60980,1525,1845,13100,62560,1,12.2,11.1,12.1,1894,107,2001,1,6.8,6.3,6.7,3084,168,3252,1,12.5,11.3,12.4,9395,937,10332,1,11.5,11.6,11.5,9285,1635,10920,12.3,9.6,13100,62440,13.6,9.5,14,14.9,13100,61880,100,100,8.5,7,5.5,0,1.5,0,0,0,0,0,2,100,0,0,0,0,0,0,0,1.5,0,100,3,6,32,,,2,30,2,2,1,8,,4,2,1,2,4,13100,61310,13604200220,0,0,6,420,鮫洲大山線
13604200230,0,0,6,420,鮫洲大山線,1,13604130080,0,赤坂杉並線,,6,,,渋谷区・世田谷区境,,1,2,13113,0,0,0,,0.2,0,0,0,13604200230,0,0,13100,61065,,,2,0,0,,0,0,0,0,0,0,,,2,0,0,,1338,87,1425,1593,131,1724,1338,87,1425,1593,131,1724,1.21,11.8,6.1,0.18,13100,60980,1525,1845,13100,62570,1,8.2,7.6,8.2,5044,310,5354,1,9,9,9,6955,479,7434,1,8.7,8.1,8.6,17783,3072,20855,1,12.4,12.5,12.4,19579,5068,24647,8.5,11.2,13100,62450,11.1,11.6,11.4,14.2,13100,61890,100,100,22,12,11,0,4.4,4.4,0,0,0,0,2,100,100,0,0,100,100,0,0,4.4,0,100,3,5,15,,,2,40,2,2,2,8,,4,1,1,2,4,13100,61311,13604200230,0,0,6,420,鮫洲大山線
13604200240,0,0,6,420,鮫洲大山線,6,,,渋谷区・世田谷区境,,6,,,世田谷区・渋谷区境,,1,2,13112,0,0,0,,0.2,0,0,0,13604200240,0,0,13100,61065,,,2,0,0,,0,0,0,0,0,0,,,2,0,0,,1338,87,1425,1593,131,1724,1338,87,1425,1593,131,1724,1.21,11.8,6.1,0.18,13100,60980,1525,1845,13100,62580,1,9.4,9,9.3,4239,933,5172,1,11.2,10.5,11.2,5995,448,6443,1,12.2,11,12.1,16080,2659,18739,1,23,23.4,23,17264,4768,22032,11,17.8,13100,62460,11.5,17.5,15.6,23.5,13100,61900,100,100,19,11,11,0,2.8,2.8,0,0,2,2,2,100,100,0,0,100,100,0,0,2.8,0,100,3,10,10,,,2,40,2,2,2,8,,4,1,1,2,4,13100,61320,13604200240,0,0,6,420,鮫洲大山線
13604200250,0,0,6,420,鮫洲大山線,6,,,世田谷区・渋谷区境,,1,13300200200,0,一般国道２０号,,1,2,13113,0,0,0,,0.3,0,0,0,13604200250,0,0,13100,61065,,,2,0,0,,0,0,0,0,0,0,,,2,0,0,,1338,87,1425,1593,131,1724,1338,87,1425,1593,131,1724,1.21,11.8,6.1,0.17,13100,60980,1525,1845,13100,62590,1,16.5,15.9,16.4,4733,1018,5751,1,7.2,6.9,7.2,6499,457,6956,1,18.6,17.6,18.5,17651,3043,20694,1,12.9,13.4,12.9,18542,4826,23368,17.7,10.6,13100,62470,16.6,9.5,17.7,12.7,13100,61910,100,100,20,12,12,0,3.4,3.4,0,0,2,2,2,100,100,0,0,100,100,0,0,3.4,0,100,3,3.3,13.3,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61330,13604200250,0,0,6,420,鮫洲大山線
13604200260,0,0,6,420,鮫洲大山線,1,13300200200,0,一般国道２０号,,1,13604310030,0,角筈和泉町線,,1,2,13113,0,0,0,,0.2,0,0,0,13604200260,0,0,13100,61070,13604200280,中野区南台4-1-5,1,0,1,20210929,4150,543,4693,5372,824,6196,13604200280,中野区南台4-1-5,1,0,1,20210929,3856,489,4345,4991,743,5734,8006,1032,9038,10363,1567,11930,1.32,8.8,11.4,0.87,13100,60990,11042,14686,13100,62600,1,5.6,5.2,5.5,4014,404,4418,1,7.4,7.2,7.4,5548,475,6023,1,6.7,6.7,6.7,15400,3517,18917,1,11,10.1,10.9,16574,4243,20817,6.2,9.5,13100,62480,7.6,8,8.3,11.2,13100,61920,100,100,14,9,8,0,2.5,2.5,0,0,0,0,2,100,100,0,0,100,100,0,0,2.5,0,100,3,5,13.3,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61340,13604200260,0,0,6,420,鮫洲大山線
13604200270,0,0,6,420,鮫洲大山線,1,13604310030,0,角筈和泉町線,,6,,,渋谷区・中野区境,,1,2,13113,0,0,0,,0.4,0,0,0,13604200270,0,0,13100,61070,13604200280,中野区南台4-1-5,1,0,1,20210929,4150,543,4693,5372,824,6196,13604200280,中野区南台4-1-5,1,0,1,20210929,3856,489,4345,4991,743,5734,8006,1032,9038,10363,1567,11930,1.32,8.8,11.4,0.87,13100,60990,11042,14686,13100,62610,1,8.7,8.5,8.6,4444,1022,5466,1,16.4,15.7,16.3,4427,378,4805,1,11.7,11.3,11.7,13133,3493,16626,1,17.5,16.5,17.4,12815,3167,15982,10.3,17,13100,62490,10.2,18.1,13.1,18.4,13100,61920,100,100,14,9,8,0,2.5,2.5,0,0,0,0,2,100,100,0,0,100,100,0,0,2.5,0,100,3,5,13.3,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61340,13604200270,0,0,6,420,鮫洲大山線
13604200280,0,0,6,420,鮫洲大山線,6,,,渋谷区・中野区境,,1,13400140020,0,新宿国立線,,1,2,13114,0,0,0,,0.6,0,0,0,13604200280,0,0,13100,61070,13604200280,中野区南台4-1-5,1,0,1,20210929,4150,543,4693,5372,824,6196,13604200280,中野区南台4-1-5,1,0,1,20210929,3856,489,4345,4991,743,5734,8006,1032,9038,10363,1567,11930,1.32,8.8,11.4,0.87,13100,60990,11042,14686,13100,62620,1,13.7,12.8,13.6,3531,876,4407,1,12.4,12.7,12.4,3631,322,3953,1,18.1,17.4,18,10898,3000,13898,1,14.9,14.9,14.9,10807,2573,13380,16.1,14,13100,62500,15.6,12.6,20.1,15.9,13100,61930,100,100,15,9,8,0,3,3,0,0,0,0,2,100,100,0,0,100,100,0,0,3,0,100,3,4,16,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61350,13604200280,0,0,6,420,鮫洲大山線
13604200290,0,0,6,420,鮫洲大山線,1,13400140020,0,新宿国立線,,1,13400040110,0,東京所沢線,,1,2,13114,0,0,0,,1.3,0,0,0,13604200290,0,0,13100,61070,13604200280,中野区南台4-1-5,1,0,1,20210929,4150,543,4693,5372,824,6196,13604200280,中野区南台4-1-5,1,0,1,20210929,3856,489,4345,4991,743,5734,8006,1032,9038,10363,1567,11930,1.32,8.8,11.4,0.87,13100,60990,11042,14686,13100,62630,1,13.2,12.3,13.1,2859,920,3779,1,13.8,12.9,13.7,2777,156,2933,1,14.4,13.6,14.3,8260,2490,10750,1,14.1,14.1,14.1,8103,2069,10172,13.8,14,13100,62510,15.4,14.8,16.4,14.7,13100,61930,100,100,15,9,8,0,3,3,0,0,0,0,2,100,100,0,0,100,100,0,0,3,0,100,3,4,16,,,2,40,2,2,1,8,,4,1,1,2,4,13100,61350,13604200290,0,0,6,420,鮫洲大山線
